PriceUpdateDate,ItemCode,IsGiftItem,RewardType,AllowMultipleDiscounts,PromotionId
2025-08-27 08:18:50,8700216697743,0,3,1,4257721
2025-08-27 07:49:08,7290110459567,0,11,0,4120406
2025-08-27 16:26:52,7290120935877,0,4,1,4258058
2025-08-21 09:46:42,7290010182985,0,3,1,4255398
2025-08-27 07:48:02,7290119917006,0,4,1,4258200
2025-08-27 13:32:38,7290116911168,0,8,1,4269133
2025-08-27 07:48:02,3574661039725,0,4,1,4258200
2025-08-27 08:17:47,7290104261206,0,2,1,4257615
2025-08-27 08:18:52,7702018574162,0,3,1,4257723
2025-08-27 07:49:08,0885190821273,0,11,0,4120406
2025-08-27 07:48:02,7290113822757,0,4,1,4258200
2025-08-24 12:17:28,7290116535821,0,3,1,4258576
2025-08-27 07:49:08,074764664266,0,11,0,4120406
2025-08-24 16:27:56,3614274158458,0,4,1,4259588
2025-08-24 08:45:11,7290100413531,0,2,1,4258164
2025-08-27 07:49:08,8809255780178,0,11,0,4120406
2025-08-26 16:52:35,3614273924061,0,4,1,4266276
2025-08-27 08:21:36,7290118203841,0,2,1,4258103
2025-08-27 07:49:08,7290111597527,0,11,0,4120406
2025-08-24 16:39:38,7290104969911,0,8,1,4259884
2025-08-24 16:32:36,3264680034503,0,4,1,4259620
2025-08-27 07:48:02,3666057030956,0,4,1,4258200
2025-08-27 07:48:02,7296179014952,0,4,1,4258200
2025-08-27 07:48:02,3614273346498,0,4,1,4258200
2025-08-27 08:19:02,3616302078622,0,8,1,4257902
2025-08-27 16:26:52,7290113840508,0,4,1,4258058
2025-08-27 07:48:02,30152274,0,4,1,4258200
2025-08-27 07:49:08,3600542097253,0,11,0,4120406
2025-08-27 08:18:22,3838824193939,0,8,1,4257677
2025-08-27 07:49:08,3390150591785,0,11,0,4120406
2025-08-27 07:49:08,3600542375801,0,11,0,4120406
2025-08-24 16:39:29,7290012350245,0,3,1,4259873
2025-08-27 16:26:52,7290118204190,0,4,1,4258058
2025-08-27 16:26:52,7290122850901,0,4,1,4258058
2025-08-24 16:33:43,3600524119300,0,3,1,4259711
2025-08-24 16:38:27,9007867765135,0,8,1,4259800
2025-08-24 16:34:02,3600524122775,0,4,1,4259734
2025-08-27 07:49:08,3614272049161,0,11,0,4120406
2025-08-27 07:48:02,7290119913244,0,4,1,4258200
2025-08-27 07:49:08,8800256108046,0,11,0,4120406
2025-08-27 08:18:57,8700216891080,0,1,1,4257895
2025-08-27 07:49:08,3390150592720,0,11,0,4120406
2025-08-24 16:39:17,074764652362,0,8,1,4259858
2025-08-25 15:18:24,7290115043433,0,8,1,4262715
2025-08-27 07:48:02,8809647392750,0,4,1,4258200
2025-08-27 07:49:08,7290104967207,0,11,0,4120406
2025-08-27 07:49:08,9007867766378,0,11,0,4120406
2025-08-25 09:00:15,020714352837,0,4,1,4259927
2025-08-27 16:26:52,7290108452082,0,4,1,4258058
2025-08-27 07:48:02,3264680034510,0,4,1,4258200
2025-08-24 15:18:05,7290015156790,0,1,1,4258575
2025-08-27 08:21:13,7290120939813,0,8,1,4258075
2025-08-27 16:26:52,7290119919697,0,4,1,4258058
2025-08-27 07:49:08,3574661471181,0,11,0,4120406
2025-01-01 00:05:01,8700216891080,0,3,1,3990138
2025-08-27 07:49:08,8809647394129,0,11,0,4120406
2025-08-24 14:18:17,7613036984454,0,1,1,4258720
2025-08-27 07:49:08,5060895832440,0,11,0,4120406
2025-08-27 16:26:52,7290120937055,0,4,1,4258058
2025-08-27 08:18:08,7290000199313,0,8,1,4257653
2025-08-27 07:48:02,8809255786873,0,4,1,4258200
2025-08-24 08:45:19,5000488107531,0,3,1,4258178
2025-08-27 16:26:52,7290120667150,0,4,1,4258058
2025-08-27 07:49:08,9007867761182,0,11,0,4120406
2025-08-25 15:18:24,7290017637532,0,8,1,4262714
2025-08-24 16:38:40,3390150591525,0,4,1,4259808
2025-08-27 07:48:02,7290110456573,0,4,1,4258200
2025-08-27 07:49:08,7290113823518,0,11,0,4120406
2025-08-27 07:48:02,020714859459,0,4,1,4258200
2025-08-27 16:26:52,7290120664753,0,4,1,4258058
2025-08-27 07:49:08,785364600287,0,11,0,4120406
2025-08-27 07:49:08,8809928131184,0,11,0,4120406
2025-08-27 07:48:02,7290119913237,0,4,1,4258200
2025-08-27 08:18:07,7290118205593,0,4,1,4257652
2025-08-27 08:21:34,7290120667259,0,8,1,4258101
2025-08-27 07:48:02,7290113823358,0,4,1,4258200
2025-08-27 16:26:52,7290120930315,0,4,1,4258058
2025-08-27 16:26:52,7290103432331,0,4,1,4258058
2025-08-25 08:59:51,7290106295759,0,8,1,4259900
2025-08-27 07:48:02,7290113823266,0,4,1,4258200
2025-08-27 16:26:52,7290118202073,0,4,1,4258058
2025-08-24 16:31:52,3666057216497,0,4,1,4259596
2025-08-27 07:48:02,7290104965494,0,4,1,4258200
2025-08-27 08:22:00,7046110069202,0,2,1,4258133
2025-08-27 07:48:02,020714146559,0,4,1,4258200
2025-08-27 16:26:52,7290118202615,0,4,1,4258058
2025-08-27 08:19:30,8720181238413,0,7,1,4257942
2025-08-27 08:21:34,7290120667556,0,8,1,4258101
2025-08-27 08:21:34,7290120667204,0,8,1,4258101
2025-08-25 09:00:23,887167539587,0,4,1,4259941
2025-08-27 07:49:08,8809255780253,0,11,0,4120406
2025-08-26 16:52:35,3614270264900,0,4,1,4266276
2025-08-26 16:52:35,3614274179521,0,4,1,4266276
2025-08-27 07:48:02,4006000173009,0,4,1,4258200
2025-08-27 08:18:25,4009900420129,0,1,1,4266661
2025-08-27 07:49:08,3600542513241,0,11,0,4120406
2025-08-27 07:48:02,7290119919611,0,4,1,4258200
2025-08-27 07:49:08,8809576260717,0,11,0,4120406
2025-08-24 16:38:30,3390150589959,0,8,1,4259804
2025-08-27 07:48:02,5025155103456,0,4,1,4258200
2025-08-27 08:18:58,8700216421881,0,1,1,4257897
2025-08-27 07:48:02,027131988137,0,4,1,4258200
2025-08-25 09:00:23,887167485501,0,4,1,4259941
2025-08-27 07:48:02,0885190821235,0,4,1,4258200
2025-08-27 16:26:52,7290114969246,0,4,1,4258058
2025-08-27 08:17:50,7290103446253,0,7,1,4257620
2025-08-27 07:48:02,7290110455675,0,4,1,4258200
2025-08-27 08:18:25,4009900482417,0,1,1,4266661
2025-08-27 08:18:16,7290000197548,0,1,1,4257667
2025-08-27 07:48:02,3666057272752,0,4,1,4258200
2025-08-27 08:18:22,4015100430981,0,8,1,4257677
2025-08-27 16:26:52,7290118202868,0,4,1,4258058
2025-08-27 08:20:42,8718951402188,0,3,1,4258037
2025-08-27 07:48:02,887167561861,0,4,1,4258200
2025-08-25 08:59:51,7290110459550,0,8,1,4259900
2025-08-27 07:49:08,7290113822894,0,11,0,4120406
2025-08-24 16:31:51,3614274142341,0,4,1,4259595
2025-08-27 07:48:02,3605532972640,0,4,1,4258200
2025-08-27 07:48:02,7290104964947,0,4,1,4258200
2025-08-27 08:19:32,7290116534367,0,8,1,4257945
2025-08-27 16:26:52,7290113829879,0,4,1,4258058
2025-08-27 12:04:02,7290015381666,0,3,1,4268984
2025-08-27 16:26:52,7290114964395,0,4,1,4258058
2025-08-27 07:48:02,7290104965906,0,4,1,4258200
2025-08-27 07:48:02,7290114963442,0,4,1,4258200
2025-08-27 08:21:03,7290114965392,0,8,1,4258062
2025-08-24 16:39:48,7290106297289,0,3,1,4259898
2025-08-27 16:26:52,7290113823143,0,4,1,4258058
2025-08-27 07:48:02,30149410,0,4,1,4258200
2025-08-27 07:49:08,3574661593067,0,11,0,4120406
2025-08-27 07:48:02,3264680012525,0,4,1,4258200
2025-08-27 07:48:02,30189416,0,4,1,4258200
2025-08-27 08:17:59,7290117860038,0,3,1,4257636
2025-08-27 07:48:02,3390150574757,0,4,1,4258200
2025-08-26 08:39:23,850005353362,0,4,1,4259527
2025-08-21 09:46:41,7290011517564,0,3,1,4255397
2025-08-27 07:49:08,887167626140,0,11,0,4120406
2025-08-27 07:48:02,3600523216086,0,4,1,4258200
2025-08-25 09:00:23,887167569713,0,3,1,4259942
2025-08-27 16:26:52,7290111595257,0,4,1,4258058
2025-08-27 08:21:38,7290119919901,0,3,1,4258106
2025-08-25 15:18:24,7290017637785,0,8,1,4262714
2025-08-27 07:49:08,3390150591433,0,11,0,4120406
2025-08-27 07:49:08,30149403,0,11,0,4120406
2025-08-27 07:48:02,7290000297637,0,4,1,4258200
2025-08-27 08:19:20,8700216704830,0,8,1,4257928
2025-08-25 08:59:51,7290110456108,0,8,1,4259900
2025-08-27 07:48:02,7290118201823,0,4,1,4258200
2025-08-27 08:21:04,7290111141775,0,3,1,4258064
2025-08-27 16:26:52,7290119911455,0,4,1,4258058
2025-08-27 08:19:33,8720181449239,0,8,1,4257946
2025-08-24 16:38:30,3390150578038,0,8,1,4259804
2025-08-24 08:26:07,078522050124,0,8,1,4257546
2025-08-27 08:21:10,7290113810860,0,3,1,4258071
2025-08-27 16:26:52,7290114963398,0,4,1,4258058
2025-08-27 16:26:52,7290119914951,0,4,1,4258058
2025-08-24 08:27:43,7290012760037,0,2,1,4257584
2025-08-24 16:34:07,7290013986771,0,3,1,4259739
2025-08-27 07:49:08,7290110458539,0,11,0,4120406
2025-08-27 07:48:02,3350900001865,0,4,1,4258200
2025-08-25 08:59:52,887167610620,0,4,1,4259903
2025-08-27 07:48:02,3390150585418,0,4,1,4258200
2025-08-27 16:26:52,7290119916917,0,4,1,4258058
2025-08-27 08:18:25,3600523966905,0,3,1,4257682
2025-08-27 08:18:48,8700216596725,0,1,1,4257717
2025-08-27 07:49:08,20714139193,0,11,0,4120406
2025-08-24 08:26:07,7290018292549,0,1,1,4257545
2025-08-27 07:48:02,8809679698813,0,4,1,4258200
2025-08-24 16:31:38,3380810263152,0,3,1,4259593
2025-08-27 07:49:08,7290005657665,0,11,0,4120406
2025-08-24 08:26:18,7290120934672,0,2,1,4257562
2025-08-27 07:49:08,8809576261752,0,11,0,4120406
2025-08-27 08:18:15,7290016437645,0,1,1,4257666
2025-08-25 08:59:52,887167485471,0,4,1,4259903
2025-08-24 16:38:21,9007867766347,0,4,1,4259791
2025-08-27 07:48:02,4005900974921,0,4,1,4258200
2025-08-27 08:22:03,7046110030608,0,3,1,4258136
2025-08-27 07:48:02,3600523873920,0,4,1,4258200
2025-08-24 16:38:27,9007867765210,0,8,1,4259800
2025-08-27 08:22:08,7290108353440,0,8,1,4258142
2025-08-27 16:26:52,7290111607950,0,4,1,4258058
2025-08-27 16:26:52,7290113830325,0,4,1,4258058
2025-08-24 08:25:53,7290018439043,0,3,1,4257520
2025-08-24 16:31:52,3666057031076,0,4,1,4259596
2025-08-25 09:00:23,887167327665,0,4,1,4259941
2025-08-27 07:48:02,7290104965470,0,4,1,4258200
2025-08-27 08:19:09,5011321333314,0,8,1,4257913
2025-08-27 08:21:08,7290113810877,0,3,1,4258069
2025-08-24 16:31:51,3614273983655,0,4,1,4259595
2025-08-25 09:00:15,192333242797,0,3,1,4259928
2025-08-25 09:03:07,3390150591518,0,2,1,4257592
2025-08-27 07:49:08,7290110455088,0,11,0,4120406
2025-08-27 08:20:44,7290114965521,0,4,1,4258039
2025-08-27 14:28:00,8001841694429,0,3,1,4257899
2025-08-24 16:27:54,3614274426533,0,4,1,4259586
2025-08-27 16:26:52,7290103439668,0,4,1,4258058
2025-08-27 16:26:52,7290114966788,0,4,1,4258058
2025-08-27 08:21:06,7290119919178,0,8,1,4258066
2025-08-27 07:48:02,4005900835642,0,4,1,4258200
2025-08-27 16:26:52,7290118201106,0,4,1,4258058
2025-08-27 07:48:02,5060365798887,0,4,1,4258200
2025-08-27 07:48:02,30144637,0,4,1,4258200
2025-08-27 07:49:08,7290104966828,0,11,0,4120406
2025-08-27 16:26:52,7290113822955,0,4,1,4258058
2025-08-27 16:26:52,7290118206873,0,4,1,4258058
2025-08-27 07:48:02,7290106820333,0,4,1,4258200
2025-08-24 08:26:08,7290119020102,0,8,1,4257547
2025-08-27 16:26:52,7290118208952,0,4,1,4258058
2025-08-24 16:32:36,3264680009778,0,4,1,4259620
2025-08-24 16:27:52,3614273346498,0,4,1,4259584
2025-08-24 16:31:38,3666057014840,0,3,1,4259593
2025-08-27 08:19:06,8006540431528,0,1,1,4257908
2025-08-27 16:26:52,7290113823037,0,4,1,4258058
2025-08-27 08:19:08,8700216440851,0,3,1,4257912
2025-08-24 13:01:30,3838824193915,0,8,1,4258681
2025-08-27 07:49:08,7290103443139,0,11,0,4120406
2025-08-24 16:32:39,3264680042003,0,8,1,4259625
2025-08-24 16:39:33,7290104969850,0,3,1,4259878
2025-08-27 07:48:02,9005800379678,0,4,1,4258200
2025-08-24 13:01:30,3838824380988,0,8,1,4258681
2025-08-21 13:46:41,5000159560511,0,1,1,4256401
2025-08-27 08:22:01,4008600384434,0,3,1,4258134
2025-08-27 08:21:54,4005900874962,0,8,1,4258125
2025-08-24 16:31:44,4935421739184,0,3,1,4259594
2025-08-27 08:21:33,7290111605000,0,8,1,4258099
2025-08-27 07:48:02,887167496149,0,4,1,4258200
2025-08-24 16:39:06,4005808223831,0,3,1,4259843
2025-08-24 16:38:40,3390150586316,0,4,1,4259808
2025-08-26 16:52:35,3147758014709,0,4,1,4266276
2025-08-27 08:21:05,7290113870789,0,8,1,4258065
2025-08-27 08:20:34,7290111936296,0,8,1,4258026
2025-08-27 07:49:08,9007867763322,0,11,0,4120406
2025-08-27 07:49:08,3264680028878,0,11,0,4120406
2025-08-27 16:26:52,7290120661035,0,4,1,4258058
2025-08-27 07:49:08,8809738323885,0,11,0,4120406
2025-08-24 16:39:38,7290104969881,0,3,1,4259885
2025-08-25 09:00:23,887167539594,0,4,1,4259941
2025-08-27 07:48:02,3390150574740,0,4,1,4258200
2025-08-27 08:19:08,8006540004425,0,3,1,4257912
2025-08-27 08:20:44,7290114965538,0,4,1,4258039
2025-08-27 16:26:52,7290119918058,0,4,1,4258058
2025-08-24 08:26:00,3282779234832,0,8,1,4257534
2025-08-27 07:48:02,3666057098055,0,4,1,4258200
2025-08-27 08:18:21,3838824293356,0,3,1,4257675
2025-08-27 07:49:08,7290120936379,0,11,0,4120406
2025-08-27 08:20:34,7290103124601,0,8,1,4258026
2025-08-27 08:20:47,7509546666846,0,8,1,4258042
2025-08-26 13:51:46,0885190821020,0,3,1,4259602
2025-08-27 07:49:08,7290119919284,0,11,0,4120406
2025-08-27 07:49:08,8809928131153,0,11,0,4120406
2025-08-27 16:26:52,7290118206156,0,4,1,4258058
2025-08-24 08:27:43,7290017243221,0,2,1,4257584
2025-08-27 08:21:54,4005900816016,0,8,1,4258125
2025-08-27 07:48:02,7290019075462,0,4,1,4258200
2025-08-24 16:34:06,7290005846472,0,3,1,4259738
2025-08-27 08:19:43,7290018343296,0,8,1,4257960
2025-08-27 07:48:02,020714462765,0,4,1,4258200
2025-08-27 07:49:08,7290104969775,0,11,0,4120406
2025-08-27 07:48:02,8809255780178,0,4,1,4258200
2025-08-26 08:51:37,7290112499455,0,3,1,4263106
2025-08-24 08:45:34,7298074501070,0,2,1,4258199
2025-08-27 07:48:02,020714904166,0,4,1,4258200
2025-08-27 16:26:52,7290120667303,0,4,1,4258058
2025-08-27 16:26:52,7290118209997,0,4,1,4258058
2025-08-27 07:48:02,7290104963964,0,4,1,4258200
2025-08-27 07:49:08,3264680027901,0,11,0,4120406
2025-08-25 09:00:15,20714612221,0,4,1,4259927
2025-08-25 15:18:25,7290017457932,0,8,1,4262717
2025-08-27 07:49:08,3390150585715,0,11,0,4120406
2025-08-27 07:48:02,3574661533568,0,4,1,4258200
2025-08-27 08:21:34,7290116911175,0,8,1,4258101
2025-08-25 09:00:15,020714687977,0,4,1,4259927
2025-08-27 16:26:52,7290114964784,0,4,1,4258058
2025-08-27 07:49:08,7290118202257,0,11,0,4120406
2025-08-27 07:48:02,3574661525563,0,4,1,4258200
2025-08-27 07:49:08,7290118201816,0,11,0,4120406
2025-08-27 07:49:08,7290111608520,0,11,0,4120406
2025-08-26 12:01:12,4005808827336,0,3,0,4264942
2025-08-27 16:26:52,7290113823556,0,4,1,4258058
2025-08-27 07:49:08,887167672895,0,11,0,4120406
2025-08-27 16:26:52,7290118201243,0,4,1,4258058
2025-08-26 16:52:35,3614273926836,0,4,1,4266276
2025-08-27 07:48:02,7290111597787,0,4,1,4258200
2025-08-27 16:26:52,7290120669680,0,4,1,4258058
2025-08-26 13:51:46,0885190821006,0,3,1,4259602
2025-08-27 16:26:52,7290120935518,0,4,1,4258058
2025-08-27 08:18:19,3838824426396,0,8,1,4257673
2025-08-27 07:48:02,0885190812639,0,4,1,4258200
2025-08-26 13:53:08,4064665229646,0,3,1,4259856
2025-08-27 07:49:08,7290006788269,0,11,0,4120406
2025-08-27 07:48:02,7290113822979,0,4,1,4258200
2025-08-27 07:49:08,3600541937475,0,11,0,4120406
2025-08-24 16:31:44,3605532972640,0,3,1,4259594
2025-08-24 16:38:21,9007867761601,0,4,1,4259791
2025-08-27 07:48:02,7290104964183,0,4,1,4258200
2025-08-27 08:19:26,7290112490827,0,7,1,4257937
2025-08-24 08:26:03,3337875924887,0,2,1,4257539
2025-08-25 14:04:46,7290113823266,0,8,1,4262097
2025-08-25 15:18:24,7290115044188,0,8,1,4262715
2025-08-26 09:48:19,7290103440398,0,3,1,4263698
2025-08-24 08:26:00,3282779402781,0,8,1,4257534
2025-08-27 07:49:08,8809389037872,0,11,0,4120406
2025-08-25 09:00:23,887167496149,0,4,1,4259941
2025-08-27 07:48:02,074764704375,0,4,1,4258200
2025-08-27 16:26:52,7290119918911,0,4,1,4258058
2025-08-27 07:48:02,3600524125738,0,4,1,4258200
2025-08-25 08:02:15,7290017637662,0,8,1,4260226
2025-08-27 07:49:08,3666057025754,0,11,0,4120406
2025-08-24 08:26:07,724742009519,0,8,1,4257546
2025-08-27 07:49:08,3614274142624,0,11,0,4120406
2025-08-27 16:26:52,7290120663947,0,4,1,4258058
2025-08-27 08:17:43,7290118205722,0,3,1,4257607
2025-08-24 16:32:39,3264680036880,0,8,1,4259625
2025-08-27 07:48:02,3574661317021,0,4,1,4258200
2025-08-27 07:48:02,4005808827336,0,4,1,4258200
2025-08-24 16:39:19,7290104965494,0,3,1,4259861
2025-08-24 08:26:07,7290016299168,0,1,1,4257545
2025-08-27 08:19:31,4800888210197,0,7,1,4257944
2025-08-27 07:48:02,7290119917037,0,4,1,4258200
2025-08-27 07:48:02,9007867762486,0,4,1,4258200
2025-08-27 07:49:08,7296179014778,0,11,0,4120406
2025-08-27 08:19:31,8710908326691,0,8,1,4257943
2025-08-27 08:19:31,8710847973970,0,8,1,4257943
2025-08-27 16:26:52,7290113850149,0,4,1,4258058
2025-08-27 07:49:08,7296179028461,0,11,0,4120406
2025-08-27 16:26:52,7290118206101,0,4,1,4258058
2025-08-27 07:48:02,7290119912308,0,4,1,4258200
2025-08-27 07:48:02,30158863,0,4,1,4258200
2025-08-24 16:31:52,3666057128257,0,4,1,4259596
2025-08-27 07:48:02,7290119917624,0,4,1,4258200
2025-08-25 08:59:51,7290106296909,0,8,1,4259900
2025-08-27 16:26:52,7290121805841,0,4,1,4258058
2025-08-27 07:49:08,8800256113217,0,11,0,4120406
2025-08-24 16:31:52,3666057272745,0,4,1,4259596
2025-08-27 08:19:17,8006540456484,0,8,1,4257924
2025-08-27 16:26:52,7290119919673,0,4,1,4258058
2025-08-24 16:38:40,3390150589171,0,4,1,4259808
2025-08-24 08:45:13,3661434009990,0,8,1,4258168
2025-08-27 07:48:02,7290111597824,0,4,1,4258200
2025-08-27 08:21:34,7290118343813,0,8,1,4258101
2025-08-27 08:21:34,7290116911168,0,8,1,4258101
2025-08-27 16:26:52,7290118206460,0,4,1,4258058
2025-08-27 08:18:15,7290016437652,0,1,1,4257666
2025-08-27 16:26:52,7290114966115,0,4,1,4258058
2025-08-27 07:48:02,7290113823297,0,4,1,4258200
2025-08-27 07:49:08,3574661529240,0,11,0,4120406
2025-08-25 09:00:23,027131987857,0,3,1,4259942
2025-08-24 16:27:56,3614274145250,0,4,1,4259588
2025-08-24 08:45:13,3661434009815,0,8,1,4258168
2025-08-27 08:20:32,7509546677118,0,8,1,4258024
2025-08-25 14:04:46,7290113823495,0,8,1,4262097
2025-08-27 07:49:08,3600523216086,0,11,0,4120406
2025-08-25 09:00:23,887167090392,0,4,1,4259941
2025-08-24 16:27:56,3614274231229,0,4,1,4259588
2025-08-27 07:49:08,7290104964954,0,11,0,4120406
2025-08-27 07:49:08,7290113822795,0,11,0,4120406
2025-08-27 07:48:02,3350900000011,0,4,1,4258200
2025-08-27 07:49:08,7290111597701,0,11,0,4120406
2025-08-27 08:20:46,8718951689756,0,8,1,4258041
2025-08-27 07:48:02,773602639977,0,4,1,4258200
2025-08-27 07:49:08,192333081020,0,11,0,4120406
2025-08-27 07:48:02,4935421668958,0,4,1,4258200
2025-08-25 09:03:07,3264680006999,0,2,1,4257592
2025-08-24 16:32:36,3264680027178,0,4,1,4259620
2025-08-25 14:04:46,7290113823402,0,8,1,4262097
2025-08-24 16:33:28,3600524195656,0,3,1,4259692
2025-08-27 07:48:02,3614274308464,0,4,1,4258200
2025-08-24 16:39:05,4005808670314,0,3,1,4259842
2025-08-27 07:48:02,7290118202332,0,4,1,4258200
2025-08-27 07:48:02,0885190821150,0,4,1,4258200
2025-08-27 07:49:08,7290104964244,0,11,0,4120406
2025-08-27 08:21:19,7290113821668,0,3,1,4258082
2025-08-27 16:26:52,7290113823808,0,4,1,4258058
2025-08-27 07:48:02,3614274158458,0,4,1,4258200
2025-08-26 08:51:38,7290019502425,0,3,0,4263108
2025-08-27 07:49:08,8809647390671,0,11,0,4120406
2025-08-27 07:49:08,3350900001834,0,11,0,4120406
2025-08-24 08:45:15,4001638580144,0,2,1,4258171
2025-08-27 07:49:08,8809647392750,0,11,0,4120406
2025-08-27 07:48:02,30147614,0,4,1,4258200
2025-08-27 16:26:52,7290114965514,0,4,1,4258058
2025-08-27 08:21:47,7290113860308,0,1,1,4258117
2025-08-27 07:48:02,192333150283,0,4,1,4258200
2025-08-27 07:48:02,3380810427783,0,4,1,4258200
2025-08-27 07:49:08,3666057064548,0,11,0,4120406
2025-08-27 08:21:32,7290118203193,0,8,1,4258098
2025-08-27 08:21:36,7290114965910,0,2,1,4258103
2025-08-24 15:37:00,7290118818205,0,3,1,4257522
2025-08-27 08:18:21,9000100886383,0,3,1,4257675
2025-08-24 08:25:59,7290018365724,0,2,1,4257533
2025-08-27 16:26:52,7290119919260,0,4,1,4258058
2025-08-24 16:38:21,9007867760833,0,4,1,4259791
2025-08-27 08:22:19,8711000362747,0,8,1,4258156
2025-08-27 07:49:08,3666057272745,0,11,0,4120406
2025-08-27 08:22:15,7290000560557,0,3,1,4258151
2025-08-27 08:21:50,7290114653374,0,3,1,4258121
2025-08-24 08:25:58,7290018534304,0,2,1,4257531
2025-08-24 14:18:17,7290105360335,0,1,1,4258721
2025-08-27 07:48:02,7290012350252,0,4,1,4258200
2025-08-27 14:32:48,7290116910192,0,8,1,4269462
2025-08-27 07:49:08,3614272049154,0,11,0,4120406
2025-08-24 08:25:59,7290015318372,0,2,1,4257533
2025-08-27 07:48:02,192333102749,0,4,1,4258200
2025-08-27 08:21:32,7290118203292,0,8,1,4258098
2025-08-27 07:48:02,3390150574597,0,4,1,4258200
2025-08-27 08:18:52,8001090938015,0,2,1,4257724
2025-08-24 16:31:52,3666057128837,0,4,1,4259596
2025-08-27 07:49:08,7290111598197,0,11,0,4120406
2025-08-27 07:49:08,074764606105,0,11,0,4120406
2025-08-24 08:26:01,96198162,0,1,1,4257536
2025-08-27 07:49:08,785364010413,0,11,0,4120406
2025-08-27 07:49:08,30095052,0,11,0,4120406
2025-08-27 16:26:52,7290111600449,0,4,1,4258058
2025-08-27 07:48:02,3666057136290,0,4,1,4258200
2025-08-27 07:48:02,8809255783599,0,4,1,4258200
2025-08-27 08:21:34,7290121806329,0,8,1,4258101
2025-08-27 16:26:52,7290111591976,0,4,1,4258058
2025-08-27 07:49:08,7290111598074,0,11,0,4120406
2025-08-25 09:00:15,192333232392,0,4,1,4259927
2025-08-27 14:32:48,7290117822036,0,8,1,4269462
2025-08-27 08:20:44,7290114965552,0,4,1,4258039
2025-08-25 09:00:15,192333144756,0,4,1,4259927
2025-08-27 09:15:14,7290119910229,0,8,1,4262096
2025-08-21 09:46:41,5900951316272,0,3,1,4255396
2025-08-27 07:49:08,7296179014181,0,11,0,4120406
2025-08-27 07:49:08,8809496773946,0,11,0,4120406
2025-08-27 16:26:52,7290119914876,0,4,1,4258058
2025-08-27 08:20:30,3574660234480,0,8,1,4258021
2025-08-24 08:45:11,7290111095764,0,2,1,4258164
2025-08-27 16:26:52,7290114965545,0,4,1,4258058
2025-08-27 07:49:08,8809875906477,0,11,0,4120406
2025-08-27 16:26:52,7290113810532,0,4,1,4258058
2025-08-27 16:26:52,7290114969888,0,4,1,4258058
2025-08-27 07:48:02,7290019502319,0,4,1,4258200
2025-08-25 11:02:46,7290000262413,0,1,1,4261707
2025-08-27 07:48:02,7290118203940,0,4,1,4258200
2025-08-27 16:26:52,7290113820265,0,4,1,4258058
2025-08-27 08:21:51,4005900994523,0,8,1,4258122
2025-08-27 07:48:02,8809738323885,0,4,1,4258200
2025-08-27 16:26:52,7290114967211,0,4,1,4258058
2025-08-27 07:49:08,8809255786255,0,11,0,4120406
2025-08-27 07:48:02,8809679690039,0,4,1,4258200
2025-08-27 16:26:52,7290108451139,0,4,1,4258058
2025-08-27 16:26:52,7290109443188,0,4,1,4258058
2025-08-27 08:21:32,7290113829893,0,8,1,4258098
2025-08-25 08:02:15,7290017637785,0,8,1,4260226
2025-08-24 08:45:10,3504105024932,0,7,1,4258162
2025-08-27 07:48:02,3390150591433,0,4,1,4258200
2025-08-27 07:48:02,3666057216497,0,4,1,4258200
2025-08-27 07:49:08,8809255786392,0,11,0,4120406
2025-08-27 07:49:08,3605532024844,0,11,0,4120406
2025-08-27 07:48:02,7290118202417,0,4,1,4258200
2025-08-27 07:49:08,192333235362,0,11,0,4120406
2025-08-27 16:26:52,7290118204282,0,4,1,4258058
2025-08-27 16:26:52,7290113900738,0,4,1,4258058
2025-08-27 16:26:52,7290118209959,0,4,1,4258058
2025-08-27 07:48:02,887167610613,0,4,1,4258200
2025-08-25 09:03:07,3380810304916,0,2,1,4257592
2025-08-27 07:49:08,5060599183954,0,11,0,4120406
2025-08-27 07:49:08,020714281113,0,11,0,4120406
2025-08-27 07:48:02,4064665229653,0,4,1,4258200
2025-08-25 08:59:51,7290110459536,0,8,1,4259900
2025-01-01 00:05:01,8427030005010,0,3,1,3990138
2025-08-25 09:00:23,887167589230,0,4,1,4259941
2025-08-24 08:26:12,078522070054,0,2,1,4257553
2025-08-27 07:48:02,30151901,0,4,1,4258200
2025-08-24 16:38:40,3390150576706,0,4,1,4259808
2025-08-27 07:49:08,7290001225066,0,11,0,4120406
2025-08-24 08:25:57,7290008110983,0,2,1,4257528
2025-08-26 08:39:23,4064941039679,0,4,1,4259527
2025-08-24 16:38:30,3390150573217,0,8,1,4259804
2025-08-27 07:48:02,3614272325265,0,4,1,4258200
2025-08-27 08:21:11,7290103439057,0,3,1,4258073
2025-08-27 16:26:52,7290120667778,0,4,1,4258058
2025-08-27 16:26:52,7290113870529,0,4,1,4258058
2025-08-25 09:00:15,020714462758,0,4,1,4259927
2025-08-27 07:49:08,4064665229691,0,11,0,4120406
2025-08-27 08:20:26,3574661392486,0,8,1,4258016
2025-08-24 16:33:25,3600523526062,0,3,1,4259689
2025-08-27 07:49:08,7290104965173,0,11,0,4120406
2025-08-27 16:26:52,7290117829912,0,4,1,4258058
2025-08-27 07:48:02,020714851125,0,4,1,4258200
2025-08-25 09:00:15,192333149119,0,3,1,4259928
